Record Length,2.500000e+03,,  -0.000500000000,  -2.40000,
Sample Interval,4.000000e-07,,  -0.000499600000,  -2.40000,
Trigger Point,1.250000000000e+03,,  -0.000499200000,  -2.40000,
,,,  -0.000498800000,  -2.40000,
,,,  -0.000498400000,  -1.60000,
,,,  -0.000498000000,  -2.40000,
Source,CH1,,  -0.000497600000,  -1.60000,
Vertical Units,V,,  -0.000497200000,  -0.80000,
Vertical Scale,2.000000e+01,,  -0.000496800000,  -1.60000,
Vertical Offset,-6.320000e+01,,  -0.000496400000,   0.00000,
Horizontal Units,s,,  -0.000496000000,  -1.60000,
Horizontal Scale,1.000000e-04,,  -0.000495600000,   0.00000,
Pt Fmt,ENV,,  -0.000495200000,  -1.60000,
Yzero,0.000000e+00,,  -0.000494800000,  -0.80000,
Probe Atten,1.000000e+01,,  -0.000494400000,   0.00000,
Model Number,TDS1002B,,  -0.000494000000,  -2.40000,
Serial Number,C059669,,  -0.000493600000,  -2.40000,
Firmware Version,FV:v22.01,,  -0.000493200000,  -0.80000,
,,,-00.000492800000,  -2.40000,
,,,-00.000492400000,  -1.60000,
,,,-00.000492000000,  -1.60000,
,,,-00.000491600000,  -1.60000,
,,,-00.000491200000,  -2.40000,
,,,-00.000490800000,  -0.80000,
,,,-00.000490400000,  -1.60000,
,,,-00.000490000000,  -0.80000,
,,,-00.000489600000,  -2.40000,
,,,-00.000489200000,   0.00000,
,,,-00.000488800000,  -1.60000,
,,,-00.000488400000,  -0.80000,
,,,-00.000488000000,  -2.40000,
,,,-00.000487600000,  -0.80000,
,,,-00.000487200000,  -2.40000,
,,,-00.000486800000,  -2.40000,
,,,-00.000486400000,  -1.60000,
,,,-00.000486000000,  -1.60000,
,,,-00.000485600000,  -1.60000,
,,,-00.000485200000,  -2.40000,
,,,-00.000484800000,  -2.40000,
,,,-00.000484400000,  -1.60000,
,,,-00.000484000000,  -1.60000,
,,,-00.000483600000,  -0.80000,
,,,-00.000483200000,  -1.60000,
,,,-00.000482800000,  -0.80000,
,,,-00.000482400000,  -1.60000,
,,,-00.000482000000,  -1.60000,
,,,-00.000481600000,  -1.60000,
,,,-00.000481200000,  -0.80000,
,,,-00.000480800000,  -2.40000,
,,,-00.000480400000,  -0.80000,
,,,-00.000480000000,  -2.40000,
,,,-00.000479600000,   0.00000,
,,,-00.000479200000,  -1.60000,
,,,-00.000478800000,   0.00000,
,,,-00.000478400000,  -0.80000,
,,,-00.000478000000,  -0.80000,
,,,-00.000477600000,  -1.60000,
,,,-00.000477200000,   0.00000,
,,,-00.000476800000,  -0.80000,
,,,-00.000476400000,  -0.80000,
,,,-00.000476000000,  -1.60000,
,,,-00.000475600000,  -1.60000,
,,,-00.000475200000,  -2.40000,
,,,-00.000474800000,  -1.60000,
,,,-00.000474400000,  -2.40000,
,,,-00.000474000000,  -0.80000,
,,,-00.000473600000,  -1.60000,
,,,-00.000473200000,  -0.80000,
,,,-00.000472800000,  -1.60000,
,,,-00.000472400000,   0.00000,
,,,-00.000472000000,  -1.60000,
,,,-00.000471600000,   0.80000,
,,,-00.000471200000,  -1.60000,
,,,-00.000470800000,  -1.60000,
,,,-00.000470400000,  -2.40000,
,,,-00.000470000000,  -1.60000,
,,,-00.000469600000,  -0.80000,
,,,-00.000469200000,  -1.60000,
,,,-00.000468800000,  -0.80000,
,,,-00.000468400000,  -0.80000,
,,,-00.000468000000,  -2.40000,
,,,-00.000467600000,  -1.60000,
,,,-00.000467200000,  -1.60000,
,,,-00.000466800000,   0.00000,
,,,-00.000466400000,   0.00000,
,,,-00.000466000000,  -0.80000,
,,,-00.000465600000,   0.00000,
,,,-00.000465200000,  -1.60000,
,,,-00.000464800000,  -1.60000,
,,,-00.000464400000,  -1.60000,
,,,-00.000464000000,  -2.40000,
,,,-00.000463600000,  -0.80000,
,,,-00.000463200000,  -1.60000,
